NDVI,Rainfall_mm,Temperature_C,Elevation_m,Slope_Degrees,Soil_Moisture,Evapotranspiration_mm,Crop_Beans,Crop_Cowpeas,Crop_Irish Potatoes,Crop_Maize,Crop_Pigeon Peas,Crop_Sorghum,Crop_Sweet Potatoes,Crop_Wheat
0.576410707,1330.352895,27.6215918,2319.724106,7.627611073,0.307641218,950.7556182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.617072664,1410.14282,24.4200564,2607.011105,7.376820841,0.360239294,977.9322831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.686738322,1469.458368,24.98477536,2132.961349,9.536034659,0.352517185,1117.373893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.629993148,1611.638884,27.89186342,2041.862633,8.475301056,0.367017926,987.742797,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.573112886,1453.698147,28.74492092,2096.322633,4.69192293,0.343667144,889.6554682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.620033007,1676.653067,23.85676944,2534.804919,13.66764043,0.323900794,929.4615569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.528900245,1216.504013,31.97306268,1423.909682,9.473460346,0.195994576,725.7404389,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.632025444,2032.951462,30.08672474,1547.166494,3.827709076,0.370042626,938.731845,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.633407001,2227.520705,30.61535016,1219.538342,3.501869497,0.358178029,819.4991009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.653205735,1640.899129,25.60287622,2152.782942,10.33242083,0.292424295,1038.487328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.556401107,1740.219781,31.37252683,1288.392071,5.062574801,0.325484491,740.2110649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.671721391,2375.777673,28.84828706,1506.160914,4.575026771,0.374390019,1012.17534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.712907329,1896.19117,27.8847752,1864.54427,7.984561502,0.299832076,1111.449887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.698832687,2161.255757,26.90745884,1730.287656,7.218777401,0.408419482,1069.096851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.609970352,1673.760655,32.06616728,1247.709597,3.282795613,0.337088527,883.6759628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
